index,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,release_date,year,decade,era,is_hit
2848,5kW4weQet1sxEKE9wJngDJ,Mastodon,Top of the Rock,Teardrinker,0,320507,False,0.457,0.979,5,-3.836,1,0.0485,9.8e-06,0.119,0.123,0.227,127.006,4,alt-rock,2022-10-14,2022,2020,2010s+,False
2846,6F5aVSame3xjIbO4bhzTsM,Juan Ingaramo,Summer Pack,Por Amarte,46,236890,False,0.703,0.813,7,-5.546,1,0.054,0.33,8.31e-06,0.0782,0.79,140.01,4,alt-rock,2022-01-10,2022,2020,2010s+,False
2965,5gFfoZxgMHgMiArpO4Balz,İnsan Mıyız,Seni Senden,Seni Senden,44,229125,False,0.628,0.703,10,-8.365,0,0.0341,0.0355,0.000696,0.105,0.231,120.006,4,alt-rock,2022-09-16,2022,2020,2010s+,False
173,7Ca2CkwSqHyr3eCh8IRdjz,Agustín Amigó;Nylonwings,Mujer con Abanico,Mujer con Abanico,41,156787,False,0.769,0.135,5,-12.049,0,0.061,0.986,0.905,0.106,0.471,103.939,4,acoustic,2022-09-16,2022,2020,2010s+,False
1563,4ZlesHyYfr8PQPUs0SnWDE,The Dynamics,After Laughter Comes Tears,After Laughter Comes Tears,19,284102,False,0.791,0.358,0,-12.384,1,0.0645,0.291,0.00644,0.156,0.78,83.007,4,afrobeat,2022-06-24,2022,2020,2010s+,False
2968,141GeeQQItnC1sH7gXUDlf,Red Hot Chili Peppers,Return of the Dream Canteen,Copperbelly,60,224983,False,0.592,0.616,2,-7.227,0,0.0337,0.0917,0.0106,0.179,0.492,129.896,3,alt-rock,2022-10-14,2022,2020,2010s+,False
2841,0vGAY9aloPKORe0R0KlfGv,Siouxsie and the Banshees,Helloween Party,Spellbound,0,197106,False,0.412,0.931,7,-6.348,1,0.0449,0.016,0.0,0.0772,0.295,148.813,4,alt-rock,2022-10-07,2022,2020,2010s+,False
2840,7b3OfGX7LuIyTBk6FMdagF,Mastodon,Metal Lives!,Teardrinker,0,320507,False,0.457,0.979,5,-3.836,1,0.0485,9.8e-06,0.119,0.123,0.227,127.006,4,alt-rock,2022-10-21,2022,2020,2010s+,False
168,3tob5ofeuvFKKSbOTldenC,The Mayries,Overpass Graffiti,Overpass Graffiti,54,226603,False,0.479,0.126,1,-13.974,1,0.0303,0.966,0.0,0.113,0.279,96.327,4,acoustic,2022-04-29,2022,2020,2010s+,False
2839,5PvFiy6gfcrs6n4ki8vFqS,Mastodon,Metal,Teardrinker,0,320507,False,0.457,0.979,5,-3.836,1,0.0485,9.8e-06,0.119,0.123,0.227,127.006,4,alt-rock,2022-10-21,2022,2020,2010s+,False
2838,4dUBeg6zboC0lTUS7TKXfs,Siouxsie and the Banshees,Halloween Hits,Spellbound,0,197106,False,0.412,0.931,7,-6.348,1,0.0449,0.016,0.0,0.0772,0.295,148.813,4,alt-rock,2022-10-07,2022,2020,2010s+,False
1489,5SeUD53c2e4fyuHZ7cPOyM,The New Mastersounds;Eddie Roberts,The Deplar Effect,Georgie Famous,22,218106,False,0.442,0.804,11,-9.555,0,0.0806,0.0115,0.854,0.162,0.589,150.144,4,afrobeat,2022-09-16,2022,2020,2010s+,False
2974,0fRQGN6XS01UzZbKNj6sQp,Bandalos Chinos,Cállame,Cállame,44,187693,False,0.697,0.873,7,-7.422,0,0.0451,0.241,0.00291,0.358,0.899,144.203,4,alt-rock,2022-05-03,2022,2020,2010s+,False
1862,6yJUTxxr6IDc6A9nsQAoGy,Bacao Rhythm & Steel Band,Expansions,Represent,17,199398,False,0.717,0.513,4,-7.916,0,0.0337,0.00956,0.813,0.112,0.79,92.968,4,afrobeat,2022-05-24,2022,2020,2010s+,False
197,1HqVCK9h4LiJ61aRrrKTAt,Freddie King,Thanksgiving Party,Stumble,0,216626,False,0.678,0.612,4,-9.764,1,0.0339,0.1,0.316,0.164,0.857,118.381,4,acoustic,2022-10-14,2022,2020,2010s+,False
2870,00B7SBwrjbycLMOgAmeIU8,Red Hot Chili Peppers,Return of the Dream Canteen,Reach Out,66,251588,False,0.663,0.71,11,-5.55,0,0.0599,0.00745,0.00559,0.147,0.487,120.984,4,alt-rock,2022-10-14,2022,2020,2010s+,False
1416,6zcKml6Wm7YlcgxZnrMx5y,Star Feminine Band,Le mariage forcé,Le mariage forcé,21,162652,False,0.716,0.752,2,-6.036,1,0.0781,0.0569,0.0,0.211,0.776,118.591,4,afrobeat,2022-07-08,2022,2020,2010s+,False
1852,1u5CtLtLmmY4KIe4k94XtA,El Michels Affair,Yeti Season (Deluxe Version),Ala Vida,42,232357,False,0.647,0.386,1,-10.388,1,0.0571,0.67,0.906,0.146,0.491,80.833,4,afrobeat,2022-02-16,2022,2020,2010s+,False
2867,0g8gKLBFY1Y16Zyrc9fuKA,Red Hot Chili Peppers,Return of the Dream Canteen,In the Snow,60,355397,False,0.701,0.347,8,-11.279,0,0.0298,0.574,0.000107,0.0606,0.443,86.432,4,alt-rock,2022-10-14,2022,2020,2010s+,False
2865,5kFWp8In0sIpeXPfPuJlYE,Red Hot Chili Peppers,Return of the Dream Canteen,Roulette,64,297105,False,0.689,0.869,1,-6.688,0,0.0511,0.00242,0.00339,0.127,0.84,100.684,4,alt-rock,2022-10-14,2022,2020,2010s+,False
2941,6Boqs3NAzPMxyhztKZOIyi,Anthrax,Halloween Metal Nights,Medusa,1,284040,False,0.334,0.814,11,-14.175,0,0.0447,0.0247,0.000593,0.501,0.676,150.813,4,alt-rock,2022-10-11,2022,2020,2010s+,False
2864,2dbA4sPwu3iK72c0mA6907,Red Hot Chili Peppers,Return of the Dream Canteen,Bella,66,291346,False,0.492,0.815,7,-5.499,0,0.0487,0.00643,2e-05,0.0875,0.812,171.379,4,alt-rock,2022-10-14,2022,2020,2010s+,False
2863,0G1BEi8ByngMCJqcPnDACw,Red Hot Chili Peppers,Return of the Dream Canteen,Eddie,66,341986,False,0.515,0.809,9,-5.817,0,0.0512,0.00455,0.0723,0.0905,0.525,142.011,4,alt-rock,2022-10-14,2022,2020,2010s+,False
2861,7cpC2EuFMexgy392K13RZb,Red Hot Chili Peppers,Return of the Dream Canteen,Fake as Fu@k,66,262373,True,0.599,0.777,8,-6.037,0,0.0922,0.0355,0.00301,0.0936,0.401,132.252,4,alt-rock,2022-10-14,2022,2020,2010s+,False
214,7g3ryXLtXExZ0OFCj17Ae1,Zack Tabudlo;Billkin,Give Me Your Forever,Give Me Your Forever (ft. Billkin),58,244800,False,0.601,0.439,8,-7.589,1,0.0269,0.0642,0.0,0.0942,0.275,99.976,4,acoustic,2022-01-27,2022,2020,2010s+,False
2943,5DLN0LQbIAD28k53GJfRPq,Anthrax,Halloween Metal Nights,Indians,1,341066,False,0.349,0.983,4,-5.969,0,0.0564,0.00065,0.000892,0.0365,0.422,105.571,4,alt-rock,2022-10-11,2022,2020,2010s+,False
1539,5QkUh3JKMlKETQEdz4RjAs,Samuca e a Selva,Ditados Populares Dançantes,Chama Arteira,19,262000,False,0.694,0.731,4,-5.111,0,0.0411,0.0856,2.8e-05,0.305,0.62,125.769,4,afrobeat,2022-08-25,2022,2020,2010s+,False
2949,67BMusU7lw2tEwR9mPiE5m,Anthrax;Public Enemy,Release Your ANGER,Bring The Noise,0,210493,False,0.599,0.831,2,-7.86,1,0.159,0.000155,2.13e-06,0.117,0.281,121.05,4,alt-rock,2022-10-14,2022,2020,2010s+,False
199,27Fq4XyOkogdGLcfsVdjFb,Keb' Mo';Gerald Albright,Un tecito y a mimir,"Moonlight, Mistletoe & You",0,209293,False,0.649,0.399,6,-7.894,1,0.0256,0.184,0.000108,0.113,0.342,97.498,3,acoustic,2022-10-14,2022,2020,2010s+,False
198,0wP19iM8ULJyV0r0LFDsDv,Taj Mahal,Supa Chill,Paradise,0,251426,False,0.65,0.406,7,-13.492,1,0.0761,0.568,0.0,0.484,0.862,79.642,4,acoustic,2022-10-14,2022,2020,2010s+,False
1407,1gW5zzEe41Hdbd3l1CYllP,Les Mamans du Congo;RROBIN;João Selva,Mbila (João Selva Remix),Mbila - João Selva Remix,20,242355,False,0.821,0.769,11,-9.618,1,0.412,0.0299,0.0,0.0718,0.606,123.904,4,afrobeat,2022-05-20,2022,2020,2010s+,False
2130,5u4jJAAD6jd0Z741eT7XGP,Volbeat,Twisted Halloween Hits,The Devil's Bleeding Crown,0,238653,False,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,3,alt-rock,2022-10-19,2022,2020,2010s+,False
3116,0l6b6fXyv5BHHoJizlq2De,Mon Laferte,Alternativo diferente latino,Zombie,0,215813,False,0.727,0.468,11,-7.744,0,0.0549,0.69,0.0148,0.25,0.346,116.823,4,alternative,2022-10-21,2022,2020,2010s+,False
3069,5miFSFpVtDCmHp21YLkaHV,Oliver Tree,Here to Forever - All New Indie,Placeholder,1,159818,False,0.678,0.696,2,-4.361,1,0.0336,0.0346,0.0,0.374,0.421,82.489,4,alternative,2022-10-14,2022,2020,2010s+,False
1661,3EsHMpDnakftfaFCPctwjo,Bacao Rhythm & Steel Band,Expansions,Kaiso Noir (Bonus Track),18,240464,False,0.815,0.618,4,-8.167,1,0.0515,0.0231,0.824,0.142,0.964,119.882,4,afrobeat,2022-05-24,2022,2020,2010s+,False
57,25UzeaV47eDT44Fovve6xQ,Chord Overstreet,Sleepwalking in the Rain,Sleepwalking in the Rain,0,216000,False,0.501,0.381,0,-9.448,1,0.036,0.687,0.00133,0.119,0.502,80.075,4,acoustic,2022-10-21,2022,2020,2010s+,False
3698,2cx1tIGxn0EHZPN3pDkWsH,Sturgill Simpson,Country Road Songs,Brace for Impact - Live a Little,0,349266,False,0.616,0.706,0,-6.846,1,0.0233,0.00975,0.309,0.111,0.655,89.995,4,alternative,2022-10-14,2022,2020,2010s+,False
3696,3OiiXdJXUZVprVc43nkYEt,Sturgill Simpson,Cozy Country,In Bloom,0,240640,False,0.433,0.366,2,-8.98,0,0.0311,0.0682,0.248,0.123,0.267,78.366,4,alternative,2022-10-21,2022,2020,2010s+,False
3695,0YFPw3rQR1nSeyd3q0uY5h,Sturgill Simpson,Just Best Covers,In Bloom,0,240640,False,0.433,0.366,2,-8.98,0,0.0311,0.0682,0.248,0.123,0.267,78.366,4,alternative,2022-10-14,2022,2020,2010s+,False
3693,20ElUw6wK2R29yY6WLeyC7,Sturgill Simpson,Country Car Hits,Brace for Impact - Live a Little,0,349266,False,0.616,0.706,0,-6.846,1,0.0233,0.00975,0.309,0.111,0.655,89.995,4,alternative,2022-10-07,2022,2020,2010s+,False
3690,6DEGStgt5L8qOKvuZ4R7Wq,Sturgill Simpson,Finest Country,All Around You,0,215693,False,0.312,0.562,9,-6.495,1,0.0298,0.123,0.165,0.136,0.513,185.718,3,alternative,2022-10-21,2022,2020,2010s+,False
3689,5L1WpemIJPb6U4f3ylBCLe,Sturgill Simpson,Chillin' It - Mellow Day Country,All Around You,0,215693,False,0.312,0.562,9,-6.495,1,0.0298,0.123,0.165,0.136,0.513,185.718,3,alternative,2022-10-07,2022,2020,2010s+,False
3680,7DczAzWKf2WOretzrzQOCf,Gojira,Metal,Stranded,0,269533,False,0.512,0.879,7,-4.69,0,0.031,9.54e-05,0.00745,0.0824,0.484,92.358,4,alternative,2022-10-21,2022,2020,2010s+,False
3679,675g81tQUHsYVwMoLo7Bq4,Royal & the Serpent,Internet Sensations,i can't get high,1,188141,True,0.656,0.56,4,-7.499,0,0.0465,0.0946,6.33e-05,0.363,0.577,91.038,4,alternative,2022-10-07,2022,2020,2010s+,False
3676,0CrCW8u5hXD6Ztd7V8ay1i,Mos Def,The Best 90s Hip Hop Hits,Speed Law,3,256453,True,0.794,0.667,11,-7.636,0,0.373,0.0565,0.0,0.407,0.695,98.02,4,alternative,2022-10-12,2022,2020,2010s+,False
3675,7jrnZxYFBJFHO7hcJBCAIl,Royal & the Serpent,Here to Forever - All New Indie,Overwhelmed,0,159293,False,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,4,alternative,2022-10-14,2022,2020,2010s+,False
3674,1RsYoEMHQmRgvhtHx9lV3O,Royal & the Serpent,All Out Alternative,Overwhelmed,0,159293,False,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,4,alternative,2022-10-14,2022,2020,2010s+,False
3673,4H8UJEfhJDW7uyTMs7fhP9,Royal & the Serpent,Alternative Rock Mixtape,Happier in Hell,0,173172,False,0.372,0.522,8,-5.493,1,0.0413,0.0243,0.0,0.231,0.326,138.552,4,alternative,2022-10-14,2022,2020,2010s+,False
3672,6DSnc88NhmqGI1wsqf4DPu,Royal & the Serpent,Rock - Best of 2022,PHUCKBOI REJECTS,4,127339,True,0.493,0.903,6,-3.587,0,0.258,0.0237,0.000135,0.816,0.527,171.937,4,alternative,2022-10-07,2022,2020,2010s+,False
49,1QBNBGeIRRGBnLhdlHbfI8,Brandi Carlile;Lucius,Chillin' It - Mellow Day Country,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,acoustic,2022-10-07,2022,2020,2010s+,False
3671,62qUTJAM7dZgOebu2qB7QB,Royal & the Serpent,Indie Chill Out,Overwhelmed,0,159293,False,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,4,alternative,2022-10-14,2022,2020,2010s+,False
48,27gHtbsHClwimHFtKgFop4,Brandi Carlile;Lucius,Laidback Country,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,acoustic,2022-10-21,2022,2020,2010s+,False
3725,1kNq9snS5B7Dju47zvK1ub,Lil' Kim;Lil' Cease,Rap Geek,Crush On You - Remix,0,275946,True,0.766,0.693,11,-7.832,0,0.272,0.281,0.0,0.123,0.771,88.837,4,alternative,2022-10-07,2022,2020,2010s+,False
40,6sp6Vx3sv2l5qxPfbQkcyt,Eddie Vedder,Mega Hits Autumn/Fall 2022,The Haves,0,306794,False,0.474,0.519,7,-5.291,1,0.0253,0.281,0.0,0.107,0.326,151.832,4,acoustic,2022-10-12,2022,2020,2010s+,False
3776,7FFj3UBGSRp764O6n3WIT5,Teyana Taylor,Sweater Weather,Gonna Love Me,1,167000,False,0.577,0.5,10,-7.143,0,0.276,0.439,2.7e-05,0.206,0.325,88.078,4,alternative,2022-10-05,2022,2020,2010s+,False
41,1WFVfVjCtbmdIv7j3Fa9iy,Brandi Carlile,Mellow Adult Pop,When You're Wrong,0,266960,False,0.568,0.301,10,-10.163,0,0.0373,0.796,3.37e-06,0.118,0.142,88.029,4,acoustic,2022-10-07,2022,2020,2010s+,False
3772,798uvEYafxQIAchNOtS4qn,Mahalia,Slow Down Soul,Grateful,0,185991,False,0.664,0.351,7,-7.628,0,0.15,0.733,0.000138,0.291,0.316,141.819,4,alternative,2022-10-07,2022,2020,2010s+,False
3770,4rIh6qpabjGU9JEYygzhud,Mahalia,20's R'n'B,Plastic Plants,0,199533,False,0.823,0.441,8,-7.645,1,0.156,0.636,7.68e-05,0.114,0.752,135.947,4,alternative,2022-10-21,2022,2020,2010s+,False
3768,2e9GdZASfQ1PE5qgqdJxty,Teyana Taylor,Autumn Girl,Bare Wit Me,0,129806,True,0.714,0.495,5,-8.653,0,0.0817,0.14,0.101,0.249,0.504,117.989,4,alternative,2022-10-13,2022,2020,2010s+,False
42,0e5PAxSyZ5DWWVqKANHETz,Brandi Carlile;Lucius,Country Car Hits,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,acoustic,2022-10-07,2022,2020,2010s+,False
43,1MLr9b1fOybO3MGiLy47Ys,Brandi Carlile;Lucius,Country Road Songs,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,acoustic,2022-10-14,2022,2020,2010s+,False
44,6JGjevTaqr9J1xp7YvYUKF,Brandi Carlile,Finest Country,"Speak Your Mind (From the Netflix Series ""We The People"")",0,193943,False,0.476,0.666,6,-3.438,1,0.0446,0.314,0.0,0.342,0.498,148.155,4,acoustic,2022-10-21,2022,2020,2010s+,False
45,7Af2YlwMZryKOQiRfwMsD2,Brandi Carlile;Lucius,Easy Country,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,acoustic,2022-10-14,2022,2020,2010s+,False
46,3RE5nHIVkC4KcA7snFaTKd,Brandi Carlile;Lucius,Cozy Country,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,acoustic,2022-10-21,2022,2020,2010s+,False
3745,063WxqGkf9CzQ4Ug4hipaR,Lil' Kim,The Hip Hop Collection,Lighters Up,0,262640,True,0.624,0.764,9,-6.31,1,0.396,0.00494,0.0,0.107,0.719,91.73,4,alternative,2022-10-21,2022,2020,2010s+,False
3730,5Jas2qVhUKLesoVG863UDh,Lil' Kim,Rap Homage,The Jump Off,0,234173,False,0.856,0.755,1,-8.513,1,0.34,0.238,1.15e-05,0.0571,0.926,104.961,4,alternative,2022-10-21,2022,2020,2010s+,False
3729,4I2m1bwLI7Mk8ibRA9Z87f,Lil' Kim,Mellow Bars R'n'B,This Is a Warning,0,222400,True,0.564,0.384,6,-11.003,1,0.121,0.259,4.55e-06,0.0873,0.198,68.342,4,alternative,2022-10-07,2022,2020,2010s+,False
3726,3iiDWuaIzuGKZezHvQY4GA,Lil' Kim;The Notorious B.I.G.,Power Rap,Drugs,0,258359,True,0.77,0.649,6,-6.824,0,0.194,0.108,0.000683,0.134,0.522,84.012,4,alternative,2022-10-21,2022,2020,2010s+,False
47,0JvkNRyq8Tmot9khpdtN0I,Brandi Carlile;Lucius,Good Times Country,You and Me on the Rock,0,230098,False,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,acoustic,2022-10-07,2022,2020,2010s+,False
3779,5g16JoBfDBqq3Rb5DvsYVX,Mahalia,Feeling Good - Adult Pop Favorites,BRB - Acoustic Version,0,152000,False,0.712,0.251,6,-12.412,1,0.0473,0.807,0.0,0.108,0.627,79.956,5,alternative,2022-10-14,2022,2020,2010s+,False
3670,02VPWX6le8yZ5amfZPs12b,Royal & the Serpent,Top of the Rock,Happier in Hell,0,173172,False,0.372,0.522,8,-5.493,1,0.0413,0.0243,0.0,0.231,0.326,138.552,4,alternative,2022-10-14,2022,2020,2010s+,False
1656,2BPrkxZ7JBCwTzyGyJyNaQ,La BOA,La Bestia,Vuelo Antillano,18,266986,False,0.771,0.735,9,-7.033,1,0.0376,0.0142,0.763,0.319,0.95,107.975,4,afrobeat,2022-09-02,2022,2020,2010s+,False
3586,6Yp3K2cy35hXnWQFE1yWrJ,The Knocks;Dragonette,Mellow Electronic Pop,Slow Song,0,253723,False,0.77,0.743,6,-3.251,1,0.0299,0.0205,0.0003,0.144,0.843,123.014,4,alternative,2022-10-21,2022,2020,2010s+,False
3584,1MXFW3PpLyOZwn6zSzK5hT,GAYLE,a study of the human experience volume two,ALEX,43,174479,False,0.76,0.409,7,-7.601,0,0.0428,0.202,1.05e-06,0.168,0.231,101.975,4,alternative,2022-10-07,2022,2020,2010s+,False
3583,4CS5ytlMoEgrGn5xt4K228,GAYLE,a study of the human experience volume two,indieedgycool,38,146769,True,0.728,0.773,11,-6.253,0,0.0764,0.0364,0.0,0.235,0.547,98.011,4,alternative,2022-10-07,2022,2020,2010s+,False
3581,0fsLV7k09RmzVvqpcfhDUF,FKA twigs,Modern R&B Love,killer,0,176876,False,0.401,0.619,0,-7.035,0,0.21,0.168,0.0,0.272,0.757,78.763,4,alternative,2022-10-07,2022,2020,2010s+,False
3580,0UA2BRk8pQaHUUnl45aFN0,GAYLE,a study of the human experience volume two,god has a sense of humor,36,170771,False,0.494,0.45,2,-8.072,1,0.0687,0.622,0.0,0.242,0.368,65.252,4,alternative,2022-10-07,2022,2020,2010s+,False
3575,7jJw7oBOkzPkAfd5NSZDLO,FKA twigs,Low-Key Hits,killer,0,176876,False,0.401,0.619,0,-7.035,0,0.21,0.168,0.0,0.272,0.757,78.763,4,alternative,2022-10-14,2022,2020,2010s+,False
3573,0SX6ObZSFQz0NcR5zdU7At,FKA twigs,Hits à suivre 2022,killer,0,176876,False,0.401,0.619,0,-7.035,0,0.21,0.168,0.0,0.272,0.757,78.763,4,alternative,2022-10-07,2022,2020,2010s+,False
3572,4yqNNPoc2JCqHwp3EDLrXE,FKA twigs,Good Vibes,killer,1,176876,False,0.401,0.619,0,-7.035,0,0.21,0.168,0.0,0.272,0.757,78.763,4,alternative,2022-10-07,2022,2020,2010s+,False
3571,63vFGclIBFHOhszBT9kPq1,GAYLE;blackbear,a study of the human experience volume two,fmk (with blackbear),38,189075,True,0.53,0.532,2,-5.957,1,0.0569,0.111,0.0,0.188,0.536,71.797,4,alternative,2022-10-07,2022,2020,2010s+,False
3568,4HU70kqhA6tRYl55kUkg0a,FKA twigs;The Weeknd,Good Vibes,tears in the club,0,196760,True,0.616,0.717,8,-6.178,1,0.11,0.194,9.81e-05,0.0731,0.72,167.99,4,alternative,2022-10-07,2022,2020,2010s+,False
3567,6BrLfEagscVPCOxQa0uNxG,FKA twigs;The Weeknd,20s Love Songs,tears in the club,1,196760,True,0.616,0.717,8,-6.178,1,0.11,0.194,9.81e-05,0.0731,0.72,167.99,4,alternative,2022-10-07,2022,2020,2010s+,False
3565,3BdYUl5j3y0vE6RGmD2f3c,FKA twigs,Mellow Electronic Pop,killer,0,176876,False,0.401,0.619,0,-7.035,0,0.21,0.168,0.0,0.272,0.757,78.763,4,alternative,2022-10-21,2022,2020,2010s+,False
3564,3eIL2xOWktD7xXkXoQ3uHs,FKA twigs,Daily Pop Mix,killer,0,176876,False,0.401,0.619,0,-7.035,0,0.21,0.168,0.0,0.272,0.757,78.763,4,alternative,2022-10-21,2022,2020,2010s+,False
3563,3VNFbKbn4OjojpFxLzjRt1,FKA twigs,The Look - R&B Feels,killer,0,176876,False,0.401,0.619,0,-7.035,0,0.21,0.168,0.0,0.272,0.757,78.763,4,alternative,2022-10-21,2022,2020,2010s+,False
3562,3CjDcS506vLoyV4qKKeTGW,FKA twigs,New RnB,killer,0,176876,False,0.401,0.619,0,-7.035,0,0.21,0.168,0.0,0.272,0.757,78.763,4,alternative,2022-10-21,2022,2020,2010s+,False
3587,4ENwi8ul77ga35Cy3WVKNG,GAYLE,a study of the human experience volume two,15,41,187448,False,0.525,0.375,7,-8.057,1,0.093,0.145,0.0,0.208,0.488,179.976,4,alternative,2022-10-07,2022,2020,2010s+,False
3666,5utTJECKCCDgxhvNq2JXyQ,Royal & the Serpent,20's Rock,Happier in Hell,0,173172,False,0.372,0.522,8,-5.493,1,0.0413,0.0243,0.0,0.231,0.326,138.552,4,alternative,2022-10-21,2022,2020,2010s+,False
3588,0YwBrYaPYYc8e18ZYkqhJc,The Knocks;Rivers Cuomo;Royal & the Serpent,Am I Ready - Pop Night Out,Sound the Alarm,0,171587,False,0.688,0.788,5,-3.064,0,0.0436,0.0164,0.000306,0.541,0.774,101.006,4,alternative,2022-10-07,2022,2020,2010s+,False
3591,6R1Im770Tq8UzZ2uKT01fh,The Knocks;Rivers Cuomo;Royal & the Serpent,Alternative Rock Mixtape,Sound the Alarm,0,171587,False,0.688,0.788,5,-3.064,0,0.0436,0.0164,0.000306,0.541,0.774,101.006,4,alternative,2022-10-14,2022,2020,2010s+,False
1647,4Q9ZdYqNIF1UhxKsrDkitE,Samuca e a Selva,Ditados Populares Dançantes,Imensidão,18,196343,False,0.758,0.803,11,-4.762,0,0.0329,0.0336,4.08e-06,0.203,0.791,108.015,4,afrobeat,2022-08-25,2022,2020,2010s+,False
1639,3mPoQffWmAwupicwjGub6p,Afrocidade,Vivão,Novos Mundos,18,240000,False,0.816,0.88,6,-4.251,0,0.0503,0.165,0.0,0.106,0.752,120.079,4,afrobeat,2022-01-28,2022,2020,2010s+,False
80,2kMrCPZ0o5gErBPLCRgoli,Gabrielle Aplin,Mellow Adult Pop,Heavy Heart,0,235173,False,0.451,0.7,10,-6.597,0,0.0431,0.455,0.00233,0.405,0.37,150.055,4,acoustic,2022-10-07,2022,2020,2010s+,False
3638,0VOTuhFRaKhStVVQTHkFJ1,Ol' Dirty Bastard;Kelis;Rich Travali,OK Boomers - Top Tunes,Got Your Money - Rich Travali. Remix,0,239546,True,0.934,0.459,1,-7.654,1,0.189,0.0522,0.0,0.222,0.697,103.046,4,alternative,2022-10-14,2022,2020,2010s+,False
3637,3bG1B0UTDX0UYg9qeec3gL,Halestorm,Metal Lives!,Wicked Ways,0,206959,False,0.342,0.991,2,-2.836,1,0.125,2.44e-05,0.049,0.404,0.242,176.359,4,alternative,2022-10-21,2022,2020,2010s+,False
3636,7JJ2YihKiiTove86Gt12LV,Halestorm,Top of the Rock,The Steeple,0,207445,False,0.43,0.981,5,-2.929,1,0.0744,0.00014,5.45e-06,0.287,0.585,157.01,4,alternative,2022-10-14,2022,2020,2010s+,False
3635,5F2b8ExevODMQehJcEVjz9,Halestorm,Rock Brandneu,Wicked Ways,0,206959,False,0.342,0.991,2,-2.836,1,0.125,2.44e-05,0.049,0.404,0.242,176.359,4,alternative,2022-10-14,2022,2020,2010s+,False
3633,51dGpRXdXyODtrBj49OvE5,Ol' Dirty Bastard,The Hip Hop Collection,Shimmy Shimmy Ya,0,160666,True,0.743,0.467,0,-5.429,1,0.0632,0.0344,0.0391,0.0716,0.125,96.238,4,alternative,2022-10-21,2022,2020,2010s+,False
3631,4yUk1knKtOuUEPT2iy85Xp,Halestorm,Metal,Wicked Ways,0,206959,False,0.342,0.991,2,-2.836,1,0.125,2.44e-05,0.049,0.404,0.242,176.359,4,alternative,2022-10-21,2022,2020,2010s+,False
3630,6MxgblJfZf1rBOHwLmugPR,Vicente Garcia,noches de lluvia,Dos Y Siete,0,255826,False,0.791,0.635,3,-10.815,1,0.0364,0.35,0.112,0.0938,0.644,114.092,4,alternative,2022-10-21,2022,2020,2010s+,False
3629,24cUJMEiMkGfdhTgt2ZUgV,Halestorm,Rock - Best of 2022,The Steeple,4,207445,False,0.43,0.981,5,-2.929,1,0.0744,0.00014,5.45e-06,0.287,0.585,157.01,4,alternative,2022-10-07,2022,2020,2010s+,False
3628,3dGFeK9WTwj2PAiQoaXMzB,Ol' Dirty Bastard,Rap Classics,Brooklyn Zoo,0,215040,True,0.73,0.801,11,-5.655,0,0.392,0.552,0.0,0.843,0.659,91.785,4,alternative,2022-10-21,2022,2020,2010s+,False
81,5IjTZ1g8KrIuV97N3OQZ0V,Gabrielle Aplin,Break Up Songs,The House We Never Built,0,195213,False,0.546,0.391,2,-10.786,0,0.063,0.784,2.72e-06,0.0552,0.202,139.669,4,acoustic,2022-10-07,2022,2020,2010s+,False
3593,6OsIb7RKndyPBew3traCr8,The Knocks;Rivers Cuomo;Royal & the Serpent,All Out Alternative,Sound the Alarm,0,171587,False,0.688,0.788,5,-3.064,0,0.0436,0.0164,0.000306,0.541,0.774,101.006,4,alternative,2022-10-14,2022,2020,2010s+,False
3592,0jdPUGPxzjKB3A4qqflyMH,The Knocks;Rivers Cuomo;Royal & the Serpent,Here to Forever - All New Indie,Sound the Alarm,0,171587,False,0.688,0.788,5,-3.064,0,0.0436,0.0164,0.000306,0.541,0.774,101.006,4,alternative,2022-10-14,2022,2020,2010s+,False
